"PACKAGE","VERSION","LICENSE","LICENSE FILES","SOURCE ARCHIVE","SOURCE SITE","DEPENDENCIES WITH LICENSES","SHA256","SUPPLIER","COPYRIGHT_TEXT","CPE_ID","PURL","CPE23_TYPE","PACKAGE_URL","PKG_TYPE","COMPONENT_SCOPE"
"libopencv-video-dev","4.10.0+dfsg-5","Apache-2.0 | Apache-2.0 AND BSD-3-Clause | BSD-2-Clause | BSD-3-Clause | BSD-3-clause | Expat | GPL-2.0+ | ISC | STEREO_CALIB_PERMISSIVE","","","","","","Organization: Debian Science Team <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","LIBRARY","debian-target"
"libopencv-video410","4.10.0+dfsg-5","Apache-2.0 | Apache-2.0 AND BSD-3-Clause | BSD-2-Clause | BSD-3-Clause | BSD-3-clause | Expat | GPL-2.0+ | ISC | STEREO_CALIB_PERMISSIVE","","","","","","Organization: Debian Science Team <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","LIBRARY","debian-target"
"libopencv-videoio-dev","4.10.0+dfsg-5","Apache-2.0 | Apache-2.0 AND BSD-3-Clause | BSD-2-Clause | BSD-3-Clause | BSD-3-clause | Expat | GPL-2.0+ | ISC | STEREO_CALIB_PERMISSIVE","","","","","","Organization: Debian Science Team <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","LIBRARY","debian-target"
"libopencv-videoio410","4.10.0+dfsg-5","Apache-2.0 | Apache-2.0 AND BSD-3-Clause | BSD-2-Clause | BSD-3-Clause | BSD-3-clause | Expat | GPL-2.0+ | ISC | STEREO_CALIB_PERMISSIVE","","","","","","Organization: Debian Science Team <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","LIBRARY","debian-target"
"libopencv-videostab-dev","4.10.0+dfsg-5","Apache-2.0 | Apache-2.0 AND BSD-3-Clause | BSD-2-Clause | BSD-3-Clause | BSD-3-clause | Expat | GPL-2.0+ | ISC | STEREO_CALIB_PERMISSIVE","","","","","","Organization: Debian Science Team <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","LIBRARY","debian-target"
"libopencv-videostab410","4.10.0+dfsg-5","Apache-2.0 | Apache-2.0 AND BSD-3-Clause | BSD-2-Clause | BSD-3-Clause | BSD-3-clause | Expat | GPL-2.0+ | ISC | STEREO_CALIB_PERMISSIVE","","","","","","Organization: Debian Science Team <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","LIBRARY","debian-target"
"libopencv-viz-dev","4.10.0+dfsg-5","Apache-2.0 | Apache-2.0 AND BSD-3-Clause | BSD-2-Clause | BSD-3-Clause | BSD-3-clause | Expat | GPL-2.0+ | ISC | STEREO_CALIB_PERMISSIVE","","","","","","Organization: Debian Science Team <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","LIBRARY","debian-target"
"libopencv-viz410","4.10.0+dfsg-5","Apache-2.0 | Apache-2.0 AND BSD-3-Clause | BSD-2-Clause | BSD-3-Clause | BSD-3-clause | Expat | GPL-2.0+ | ISC | STEREO_CALIB_PERMISSIVE","","","","","","Organization: Debian Science Team <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","cpe:2.3:a:debian:opencv:4.10.0+dfsg-5:*:*:*:*:*:*:*","pkg:deb/debian/opencv@4.10.0+dfsg-5?arch=arm64","LIBRARY","debian-target"
"libopenexr-3-1-30","3.1.13-2","BSD-3-clause | openexr","","","","","","Organization: Debian PhotoTools Maintainers <pkg-phototools-devel@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:openexr:3.1.13-2:*:*:*:*:*:*:*","pkg:deb/debian/openexr@3.1.13-2?arch=arm64","cpe:2.3:a:debian:openexr:3.1.13-2:*:*:*:*:*:*:*","pkg:deb/debian/openexr@3.1.13-2?arch=arm64","LIBRARY","debian-target"
"libopenexr-dev","3.1.13-2","BSD-3-clause | openexr","","","","","","Organization: Debian PhotoTools Maintainers <pkg-phototools-devel@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:openexr:3.1.13-2:*:*:*:*:*:*:*","pkg:deb/debian/openexr@3.1.13-2?arch=arm64","cpe:2.3:a:debian:openexr:3.1.13-2:*:*:*:*:*:*:*","pkg:deb/debian/openexr@3.1.13-2?arch=arm64","LIBRARY","debian-target"
"libopenfec1","1.4.2.11+dfsg-1","BSD-2-Clause | CC-BY-SA-3.0 | CeCILL-C | GPL-2.0-or-later | LDPC | LDPC and CeCILL-C | public-domain","","","","","","Organization: Debian Multimedia Maintainers <debian-multimedia@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:openfec:1.4.2.11+dfsg-1:*:*:*:*:*:*:*","pkg:deb/debian/openfec@1.4.2.11+dfsg-1?arch=arm64","cpe:2.3:a:debian:openfec:1.4.2.11+dfsg-1:*:*:*:*:*:*:*","pkg:deb/debian/openfec@1.4.2.11+dfsg-1?arch=arm64","LIBRARY","debian-target"
"libopengl-dev","1.7.0-1+b2","Apache-2.0 | BSD-1-clause | GPL | GPL-3+ | MIT | public-domain","","","","","","Organization: Debian X Strike Force <debian-x@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libglvnd (1.7.0-1):1.7.0-1+b2:*:*:*:*:*:*:*","pkg:deb/debian/libglvnd (1.7.0-1)@1.7.0-1+b2?arch=arm64","cpe:2.3:a:debian:libglvnd (1.7.0-1):1.7.0-1+b2:*:*:*:*:*:*:*","pkg:deb/debian/libglvnd (1.7.0-1)@1.7.0-1+b2?arch=arm64","LIBRARY","debian-target"
"libopengl0","1.7.0-1+b2","Apache-2.0 | BSD-1-clause | GPL | GPL-3+ | MIT | public-domain","","","","","","Organization: Debian X Strike Force <debian-x@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libglvnd (1.7.0-1):1.7.0-1+b2:*:*:*:*:*:*:*","pkg:deb/debian/libglvnd (1.7.0-1)@1.7.0-1+b2?arch=arm64","cpe:2.3:a:debian:libglvnd (1.7.0-1):1.7.0-1+b2:*:*:*:*:*:*:*","pkg:deb/debian/libglvnd (1.7.0-1)@1.7.0-1+b2?arch=arm64","LIBRARY","debian-target"
"libopenh264-8","2.6.0+dfsg-2","Apache-2.0 | BSD-2-clause | Expat | MPL-2.0","","","","","","Organization: Debian Multimedia Maintainers <debian-multimedia@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:openh264:2.6.0+dfsg-2:*:*:*:*:*:*:*","pkg:deb/debian/openh264@2.6.0+dfsg-2?arch=arm64","cpe:2.3:a:debian:openh264:2.6.0+dfsg-2:*:*:*:*:*:*:*","pkg:deb/debian/openh264@2.6.0+dfsg-2?arch=arm64","LIBRARY","debian-target"
"libopenjp2-7","2.5.3-2.1~deb13u2","BSD-2 | BSD-3 | LIBPNG | LIBTIFF | LIBTIFF-GLARSON | LIBTIFF-PIXAR | MIT | ZLIB","","","","","","Organization: Debian PhotoTools Maintainers <pkg-phototools-devel@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:openjpeg2:2.5.3-2.1~deb13u2:*:*:*:*:*:*:*","pkg:deb/debian/openjpeg2@2.5.3-2.1~deb13u2?arch=arm64","cpe:2.3:a:debian:openjpeg2:2.5.3-2.1~deb13u2:*:*:*:*:*:*:*","pkg:deb/debian/openjpeg2@2.5.3-2.1~deb13u2?arch=arm64","LIBRARY","debian-target"
"libopenmpi40","5.0.7-1","","","","","","","Organization: Debian Science Maintainers <debian-science-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:openmpi:5.0.7-1:*:*:*:*:*:*:*","pkg:deb/debian/openmpi@5.0.7-1?arch=arm64","cpe:2.3:a:debian:openmpi:5.0.7-1:*:*:*:*:*:*:*","pkg:deb/debian/openmpi@5.0.7-1?arch=arm64","LIBRARY","debian-target"
"libopenmpt0t64","0.7.13-1+b1","BSD-3-clause | BSD-3-clause or BSL-1.0 | BSL-1.0 | GNU-All-Permissive-License | GNU-All-Permissive-License-FSF | GPL-2+ with Autoconf exception | GPL-2+ with LibTool exception | GPL-3+ with AutoConf exception | GPL-3+ with Autoconf Macros exception | X11","","","","","","Organization: Debian Multimedia Maintainers <debian-multimedia@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libopenmpt (0.7.13-1):0.7.13-1+b1:*:*:*:*:*:*:*","pkg:deb/debian/libopenmpt (0.7.13-1)@0.7.13-1+b1?arch=arm64","cpe:2.3:a:debian:libopenmpt (0.7.13-1):0.7.13-1+b1:*:*:*:*:*:*:*","pkg:deb/debian/libopenmpt (0.7.13-1)@0.7.13-1+b1?arch=arm64","LIBRARY","debian-target"
"libopenni2-0","2.2.0.33+dfsg-18+b2","APACHE-2.0 | BSD-3-clause-NVIDIA-LICENSE | GPL-3+ | Google | LGPL-2.1 | LibJPEG","","","","","","Organization: Debian Multimedia Maintainers <debian-multimedia@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:openni2 (2.2.0.33+dfsg-18):2.2.0.33+dfsg-18+b2:*:*:*:*:*:*:*","pkg:deb/debian/openni2 (2.2.0.33+dfsg-18)@2.2.0.33+dfsg-18+b2?arch=arm64","cpe:2.3:a:debian:openni2 (2.2.0.33+dfsg-18):2.2.0.33+dfsg-18+b2:*:*:*:*:*:*:*","pkg:deb/debian/openni2 (2.2.0.33+dfsg-18)@2.2.0.33+dfsg-18+b2?arch=arm64","LIBRARY","debian-target"
"libopus0","1.5.2-2","BSD-2-clause | BSD-3-clause","","","","","","Organization: Debian Multimedia Maintainers <debian-multimedia@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opus:1.5.2-2:*:*:*:*:*:*:*","pkg:deb/debian/opus@1.5.2-2?arch=arm64","cpe:2.3:a:debian:opus:1.5.2-2:*:*:*:*:*:*:*","pkg:deb/debian/opus@1.5.2-2?arch=arm64","LIBRARY","debian-target"
"libopusfile0","0.12-4+b3","BSD-3-clause","","","","","","Organization: Debian Multimedia Maintainers <debian-multimedia@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:opusfile (0.12-4):0.12-4+b3:*:*:*:*:*:*:*","pkg:deb/debian/opusfile (0.12-4)@0.12-4+b3?arch=arm64","cpe:2.3:a:debian:opusfile (0.12-4):0.12-4+b3:*:*:*:*:*:*:*","pkg:deb/debian/opusfile (0.12-4)@0.12-4+b3?arch=arm64","LIBRARY","debian-target"
"liborc-0.4-0t64","1:0.4.41-1","","","","","","","Organization: Maintainers of GStreamer packages <orc@packages.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:orc:1:0.4.41-1:*:*:*:*:*:*:*","pkg:deb/debian/orc@1:0.4.41-1?arch=arm64","cpe:2.3:a:debian:orc:1:0.4.41-1:*:*:*:*:*:*:*","pkg:deb/debian/orc@1:0.4.41-1?arch=arm64","LIBRARY","debian-target"
"liborc-0.4-dev","1:0.4.41-1","","","","","","","Organization: Maintainers of GStreamer packages <orc@packages.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:orc:1:0.4.41-1:*:*:*:*:*:*:*","pkg:deb/debian/orc@1:0.4.41-1?arch=arm64","cpe:2.3:a:debian:orc:1:0.4.41-1:*:*:*:*:*:*:*","pkg:deb/debian/orc@1:0.4.41-1?arch=arm64","LIBRARY","debian-target"
"liborc-0.4-dev-bin","1:0.4.41-1","","","","","","","Organization: Maintainers of GStreamer packages <orc@packages.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:orc:1:0.4.41-1:*:*:*:*:*:*:*","pkg:deb/debian/orc@1:0.4.41-1?arch=arm64","cpe:2.3:a:debian:orc:1:0.4.41-1:*:*:*:*:*:*:*","pkg:deb/debian/orc@1:0.4.41-1?arch=arm64","LIBRARY","debian-target"
"libosinfo-1.0-0","1.12.0-2","GPL-2+ | LGPL-2.1+","","","","","","Organization: Debian Libvirt Maintainers <pkg-libvirt-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libosinfo:1.12.0-2:*:*:*:*:*:*:*","pkg:deb/debian/libosinfo@1.12.0-2?arch=arm64","cpe:2.3:a:debian:libosinfo:1.12.0-2:*:*:*:*:*:*:*","pkg:deb/debian/libosinfo@1.12.0-2?arch=arm64","LIBRARY","debian-target"
"libosinfo-l10n","1.12.0-2","GPL-2+ | LGPL-2.1+","","","","","","Organization: Debian Libvirt Maintainers <pkg-libvirt-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libosinfo:1.12.0-2:*:*:*:*:*:*:*","pkg:deb/debian/libosinfo@1.12.0-2?arch=all","cpe:2.3:a:debian:libosinfo:1.12.0-2:*:*:*:*:*:*:*","pkg:deb/debian/libosinfo@1.12.0-2?arch=all","APPLICATION","debian-target"
"libp11-kit0","0.25.5-3","Apache-2.0 | BSD-3-clause | FSFAP | FSFULLR | GPL-2+ with Autoconf-data exception | GPL-3+ with Autoconf-data exception | ISC | LGPL-2.1+ | X11 | customFSFUL | customFSFULLRWD","","","","","","Organization: Debian GnuTLS Maintainers <pkg-gnutls-maint@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:p11-kit:0.25.5-3:*:*:*:*:*:*:*","pkg:deb/debian/p11-kit@0.25.5-3?arch=arm64","cpe:2.3:a:debian:p11-kit:0.25.5-3:*:*:*:*:*:*:*","pkg:deb/debian/p11-kit@0.25.5-3?arch=arm64","LIBRARY","debian-target"
"libpackagekit-glib2-18","1.3.1-1+deb13u1","FSFAP | GPL-2+ | GPL-2+ and LGPL-2.1+ | LGPL-2.1+","","","","","","Organization: Matthias Klumpp <mak@debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:packagekit:1.3.1-1+deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/packagekit@1.3.1-1+deb13u1?arch=arm64","cpe:2.3:a:debian:packagekit:1.3.1-1+deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/packagekit@1.3.1-1+deb13u1?arch=arm64","LIBRARY","debian-target"
"libpam-gnome-keyring","48.0-1","BSD-3-clause | BSD-3-clause and GPL-2+ or LGPL-3+ | GPL-2+ | LGPL-2+ | LGPL-2.1+ | LGPL-3+ | MPL-1.1 | MPL-1.1 or GPL-2+ or LGPL-2.1+ | custom-license","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:gnome-keyring:48.0-1:*:*:*:*:*:*:*","pkg:deb/debian/gnome-keyring@48.0-1?arch=arm64","cpe:2.3:a:debian:gnome-keyring:48.0-1:*:*:*:*:*:*:*","pkg:deb/debian/gnome-keyring@48.0-1?arch=arm64","OPERATING_SYSTEM","debian-target"
"libpam-modules","1.7.0-5","BSD-3-clause or GPL | BSD-tcp_wrappers | Beerware | GPL-2 | GPL-2+ | GPL-3 | GPL-3+ with Bison exception | LGPL-2+ | public-domain","","","","","","Organization: Sam Hartman <hartmans@debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pam:1.7.0-5:*:*:*:*:*:*:*","pkg:deb/debian/pam@1.7.0-5?arch=arm64","cpe:2.3:a:debian:pam:1.7.0-5:*:*:*:*:*:*:*","pkg:deb/debian/pam@1.7.0-5?arch=arm64","OPERATING_SYSTEM","debian-target"
"libpam-modules-bin","1.7.0-5","BSD-3-clause or GPL | BSD-tcp_wrappers | Beerware | GPL-2 | GPL-2+ | GPL-3 | GPL-3+ with Bison exception | LGPL-2+ | public-domain","","","","","","Organization: Sam Hartman <hartmans@debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pam:1.7.0-5:*:*:*:*:*:*:*","pkg:deb/debian/pam@1.7.0-5?arch=arm64","cpe:2.3:a:debian:pam:1.7.0-5:*:*:*:*:*:*:*","pkg:deb/debian/pam@1.7.0-5?arch=arm64","OPERATING_SYSTEM","debian-target"
"libpam-runtime","1.7.0-5","BSD-3-clause or GPL | BSD-tcp_wrappers | Beerware | GPL-2 | GPL-2+ | GPL-3 | GPL-3+ with Bison exception | LGPL-2+ | public-domain","","","","","","Organization: Sam Hartman <hartmans@debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pam:1.7.0-5:*:*:*:*:*:*:*","pkg:deb/debian/pam@1.7.0-5?arch=all","cpe:2.3:a:debian:pam:1.7.0-5:*:*:*:*:*:*:*","pkg:deb/debian/pam@1.7.0-5?arch=all","OPERATING_SYSTEM","debian-target"
"libpam-systemd","257.13-1~deb13u1","CC0-1.0 | Expat | GPL-2 with Linux-syscall-note exception | GPL-2+ | LGPL-2.1+ | public-domain","","","","","","Organization: Debian systemd Maintainers <pkg-systemd-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:systemd:257.13-1~deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/systemd@257.13-1~deb13u1?arch=arm64","cpe:2.3:a:debian:systemd:257.13-1~deb13u1:*:*:*:*:*:*:*","pkg:deb/debian/systemd@257.13-1~deb13u1?arch=arm64","OPERATING_SYSTEM","debian-target"
"libpam0g","1.7.0-5","BSD-3-clause or GPL | BSD-tcp_wrappers | Beerware | GPL-2 | GPL-2+ | GPL-3 | GPL-3+ with Bison exception | LGPL-2+ | public-domain","","","","","","Organization: Sam Hartman <hartmans@debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pam:1.7.0-5:*:*:*:*:*:*:*","pkg:deb/debian/pam@1.7.0-5?arch=arm64","cpe:2.3:a:debian:pam:1.7.0-5:*:*:*:*:*:*:*","pkg:deb/debian/pam@1.7.0-5?arch=arm64","LIBRARY","debian-target"
"libpango-1.0-0","1.56.3-1","Apache-2 | Apache-2 and Bitstream-Vera and OFL-1.1 | Bitstream-Vera | Chromium-BSD-style | Example | ICU | LGPL-2+ | LGPL-2+ and ICU | LGPL-2+ and LGPL-2.1+ | LGPL-2+ and TCL | LGPL-2.1+ | OFL-1.1 | TCL | Unicode","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","LIBRARY","debian-target"
"libpango1.0-dev","1.56.3-1","Apache-2 | Apache-2 and Bitstream-Vera and OFL-1.1 | Bitstream-Vera | Chromium-BSD-style | Example | ICU | LGPL-2+ | LGPL-2+ and ICU | LGPL-2+ and LGPL-2.1+ | LGPL-2+ and TCL | LGPL-2.1+ | OFL-1.1 | TCL | Unicode","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","LIBRARY","debian-target"
"libpangocairo-1.0-0","1.56.3-1","Apache-2 | Apache-2 and Bitstream-Vera and OFL-1.1 | Bitstream-Vera | Chromium-BSD-style | Example | ICU | LGPL-2+ | LGPL-2+ and ICU | LGPL-2+ and LGPL-2.1+ | LGPL-2+ and TCL | LGPL-2.1+ | OFL-1.1 | TCL | Unicode","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","LIBRARY","debian-target"
"libpangoft2-1.0-0","1.56.3-1","Apache-2 | Apache-2 and Bitstream-Vera and OFL-1.1 | Bitstream-Vera | Chromium-BSD-style | Example | ICU | LGPL-2+ | LGPL-2+ and ICU | LGPL-2+ and LGPL-2.1+ | LGPL-2+ and TCL | LGPL-2.1+ | OFL-1.1 | TCL | Unicode","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","LIBRARY","debian-target"
"libpangomm-2.48-1t64","2.56.1-1","GPL-2+ | LGPL-2.1+","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pangomm2.48:2.56.1-1:*:*:*:*:*:*:*","pkg:deb/debian/pangomm2.48@2.56.1-1?arch=arm64","cpe:2.3:a:debian:pangomm2.48:2.56.1-1:*:*:*:*:*:*:*","pkg:deb/debian/pangomm2.48@2.56.1-1?arch=arm64","LIBRARY","debian-target"
"libpangoxft-1.0-0","1.56.3-1","Apache-2 | Apache-2 and Bitstream-Vera and OFL-1.1 | Bitstream-Vera | Chromium-BSD-style | Example | ICU | LGPL-2+ | LGPL-2+ and ICU | LGPL-2+ and LGPL-2.1+ | LGPL-2+ and TCL | LGPL-2.1+ | OFL-1.1 | TCL | Unicode","","","","","","Organization: Debian GNOME Maintainers <pkg-gnome-maintainers@lists.alioth.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","cpe:2.3:a:debian:pango1.0:1.56.3-1:*:*:*:*:*:*:*","pkg:deb/debian/pango1.0@1.56.3-1?arch=arm64","LIBRARY","debian-target"
"libpaper2","2.2.5-0.3+b2","Expat | Expat or GPL-2+ | GPL-2 | GPL-3+ | X11 | public-domain","","","","","","Organization: Giuseppe Sacco <eppesuig@debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libpaper (2.2.5-0.3):2.2.5-0.3+b2:*:*:*:*:*:*:*","pkg:deb/debian/libpaper (2.2.5-0.3)@2.2.5-0.3+b2?arch=arm64","cpe:2.3:a:debian:libpaper (2.2.5-0.3):2.2.5-0.3+b2:*:*:*:*:*:*:*","pkg:deb/debian/libpaper (2.2.5-0.3)@2.2.5-0.3+b2?arch=arm64","LIBRARY","debian-target"
"libparted2t64","3.6-5","","","","","","","Organization: Parted Maintainer Team <parted-maintainers@alioth-lists.debian.net>","Copyright (c) Debian contributors","cpe:2.3:a:debian:parted:3.6-5:*:*:*:*:*:*:*","pkg:deb/debian/parted@3.6-5?arch=arm64","cpe:2.3:a:debian:parted:3.6-5:*:*:*:*:*:*:*","pkg:deb/debian/parted@3.6-5?arch=arm64","LIBRARY","debian-target"
"libpcap0.8t64","1.10.5-2","","","","","","","Organization: Debian Security Tools <team+pkg-security@tracker.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libpcap:1.10.5-2:*:*:*:*:*:*:*","pkg:deb/debian/libpcap@1.10.5-2?arch=arm64","cpe:2.3:a:debian:libpcap:1.10.5-2:*:*:*:*:*:*:*","pkg:deb/debian/libpcap@1.10.5-2?arch=arm64","LIBRARY","debian-target"
"libpci3","1:3.13.0-2","GPL-2+","","","","","","Organization: Guillem Jover <guillem@debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:pciutils:1:3.13.0-2:*:*:*:*:*:*:*","pkg:deb/debian/pciutils@1:3.13.0-2?arch=arm64","cpe:2.3:a:debian:pciutils:1:3.13.0-2:*:*:*:*:*:*:*","pkg:deb/debian/pciutils@1:3.13.0-2?arch=arm64","LIBRARY","debian-target"
"libpciaccess-dev","0.17-3+b3","","","","","","","Organization: Debian X Strike Force <debian-x@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libpciaccess (0.17-3):0.17-3+b3:*:*:*:*:*:*:*","pkg:deb/debian/libpciaccess (0.17-3)@0.17-3+b3?arch=arm64","cpe:2.3:a:debian:libpciaccess (0.17-3):0.17-3+b3:*:*:*:*:*:*:*","pkg:deb/debian/libpciaccess (0.17-3)@0.17-3+b3?arch=arm64","LIBRARY","debian-target"
"libpciaccess0","0.17-3+b3","","","","","","","Organization: Debian X Strike Force <debian-x@lists.debian.org>","Copyright (c) Debian contributors","cpe:2.3:a:debian:libpciaccess (0.17-3):0.17-3+b3:*:*:*:*:*:*:*","pkg:deb/debian/libpciaccess (0.17-3)@0.17-3+b3?arch=arm64","cpe:2.3:a:debian:libpciaccess (0.17-3):0.17-3+b3:*:*:*:*:*:*:*","pkg:deb/debian/libpciaccess (0.17-3)@0.17-3+b3?arch=arm64","LIBRARY","debian-target"
